team_season_key,team_id,season_year,team_full_name,team_city,team_name,team_abbrev,league,season_founded,season_active_till
9023_1969,9023,1969,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1970,9023,1970,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1971,9023,1971,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1972,9023,1972,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1973,9023,1973,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1974,9023,1974,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1975,9023,1975,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1976,9023,1976,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1977,9023,1977,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1978,9023,1978,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1979,9023,1979,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1980,9023,1980,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1981,9023,1981,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1982,9023,1982,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1983,9023,1983,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1984,9023,1984,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1985,9023,1985,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1986,9023,1986,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1987,9023,1987,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1988,9023,1988,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1989,9023,1989,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1990,9023,1990,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1991,9023,1991,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1992,9023,1992,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1993,9023,1993,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1994,9023,1994,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1995,9023,1995,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1996,9023,1996,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1997,9023,1997,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1998,9023,1998,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_1999,9023,1999,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2000,9023,2000,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2001,9023,2001,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2002,9023,2002,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2003,9023,2003,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2004,9023,2004,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2005,9023,2005,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2006,9023,2006,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2007,9023,2007,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2008,9023,2008,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2009,9023,2009,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2010,9023,2010,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2011,9023,2011,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2012,9023,2012,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2013,9023,2013,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2014,9023,2014,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2015,9023,2015,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2016,9023,2016,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2017,9023,2017,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2018,9023,2018,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2019,9023,2019,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2020,9023,2020,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2021,9023,2021,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2022,9023,2022,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2023,9023,2023,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2024,9023,2024,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2025,9023,2025,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9023_2026,9023,2026,Istanbul Fenerbahce,Istanbul,Fenerbahce,FEN  ,EuroLeague,1913,2100
9024_2009,9024,2009,Vitoria-Gasteiz Caja Laboral (Baskonia),Vitoria-Gasteiz,Caja Laboral (Baskonia),LAB  ,Liga ACB,2009,2013
9024_2010,9024,2010,Vitoria-Gasteiz Caja Laboral (Baskonia),Vitoria-Gasteiz,Caja Laboral (Baskonia),LAB  ,Liga ACB,2009,2013
9024_2011,9024,2011,Vitoria-Gasteiz Caja Laboral (Baskonia),Vitoria-Gasteiz,Caja Laboral (Baskonia),LAB  ,Liga ACB,2009,2013
9024_2012,9024,2012,Vitoria-Gasteiz Caja Laboral (Baskonia),Vitoria-Gasteiz,Caja Laboral (Baskonia),LAB  ,Liga ACB,2009,2013
9024_2013,9024,2013,Vitoria-Gasteiz Caja Laboral (Baskonia),Vitoria-Gasteiz,Caja Laboral (Baskonia),LAB  ,Liga ACB,2009,2013
9025_2019,9025,2019,All-Star Team Giannis,All-Star,Team Giannis,GNS  ,NBA,2019,2023
9025_2020,9025,2020,All-Star Team Giannis,All-Star,Team Giannis,GNS  ,NBA,2019,2023
9025_2021,9025,2021,All-Star Team Giannis,All-Star,Team Giannis,GNS  ,NBA,2019,2023
9025_2022,9025,2022,All-Star Team Giannis,All-Star,Team Giannis,GNS  ,NBA,2019,2023
9025_2023,9025,2023,All-Star Team Giannis,All-Star,Team Giannis,GNS  ,NBA,2019,2023
9026_1949,9026,1949,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1950,9026,1950,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1951,9026,1951,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1952,9026,1952,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1953,9026,1953,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1954,9026,1954,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1955,9026,1955,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1956,9026,1956,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1957,9026,1957,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1958,9026,1958,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1959,9026,1959,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1960,9026,1960,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1961,9026,1961,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1962,9026,1962,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1963,9026,1963,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1964,9026,1964,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1965,9026,1965,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1966,9026,1966,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1967,9026,1967,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1968,9026,1968,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1969,9026,1969,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1970,9026,1970,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1971,9026,1971,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1972,9026,1972,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1973,9026,1973,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1974,9026,1974,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1975,9026,1975,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1976,9026,1976,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1977,9026,1977,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1978,9026,1978,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1979,9026,1979,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1980,9026,1980,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1981,9026,1981,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1982,9026,1982,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1983,9026,1983,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1984,9026,1984,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1985,9026,1985,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1986,9026,1986,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1987,9026,1987,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1988,9026,1988,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1989,9026,1989,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1990,9026,1990,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1991,9026,1991,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1992,9026,1992,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1993,9026,1993,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1994,9026,1994,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1995,9026,1995,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1996,9026,1996,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1997,9026,1997,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1998,9026,1998,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_1999,9026,1999,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2000,9026,2000,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2001,9026,2001,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2002,9026,2002,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2003,9026,2003,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2004,9026,2004,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2005,9026,2005,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2006,9026,2006,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2007,9026,2007,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2008,9026,2008,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2009,9026,2009,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2010,9026,2010,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2011,9026,2011,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2012,9026,2012,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2013,9026,2013,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2014,9026,2014,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2015,9026,2015,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2016,9026,2016,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2017,9026,2017,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2018,9026,2018,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2019,9026,2019,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2020,9026,2020,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2021,9026,2021,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2022,9026,2022,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2023,9026,2023,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2024,9026,2024,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2025,9026,2025,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9026_2026,9026,2026,Lyon-Villeurbanne Adecco ASVEL,Lyon-Villeurbanne,Adecco ASVEL,LYV  ,EuroLeague,1948,2100
9027_1982,9027,1982,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1983,9027,1983,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1984,9027,1984,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1985,9027,1985,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1986,9027,1986,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1987,9027,1987,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1988,9027,1988,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1989,9027,1989,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1990,9027,1990,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1991,9027,1991,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1992,9027,1992,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1993,9027,1993,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1994,9027,1994,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1995,9027,1995,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1996,9027,1996,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1997,9027,1997,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1998,9027,1998,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_1999,9027,1999,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2000,9027,2000,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2001,9027,2001,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2002,9027,2002,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2003,9027,2003,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2004,9027,2004,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2005,9027,2005,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2006,9027,2006,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2007,9027,2007,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2008,9027,2008,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2009,9027,2009,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2010,9027,2010,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2011,9027,2011,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2012,9027,2012,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2013,9027,2013,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2014,9027,2014,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2015,9027,2015,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2016,9027,2016,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2017,9027,2017,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2018,9027,2018,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2019,9027,2019,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2020,9027,2020,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2021,9027,2021,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2022,9027,2022,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2023,9027,2023,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2024,9027,2024,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2025,9027,2025,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9027_2026,9027,2026,Adelaide 36ers,Adelaide,36ers,ADL  ,NBL,1982,2100
9028_1947,9028,1947,Anderson Packers,Anderson,Packers,AND  ,NBL,1946,1948
9028_1949,9028,1949,Anderson Packers,Anderson,Packers,AND  ,NBA,1949,1950
9028_1950,9028,1950,Anderson Packers,Anderson,Packers,AND  ,NBA,1949,1950
9029_2003,9029,2003,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2004,9029,2004,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2005,9029,2005,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2006,9029,2006,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2007,9029,2007,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2008,9029,2008,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2009,9029,2009,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2010,9029,2010,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2011,9029,2011,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2012,9029,2012,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2013,9029,2013,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2014,9029,2014,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2015,9029,2015,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2016,9029,2016,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2017,9029,2017,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2018,9029,2018,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2019,9029,2019,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2020,9029,2020,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2021,9029,2021,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2022,9029,2022,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2023,9029,2023,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2024,9029,2024,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2025,9029,2025,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9029_2026,9029,2026,Auckland Breakers,Auckland,Breakers,NZB  ,NBL,2003,2100
9030_2008,9030,2008,Milan Armani Jeans Milano,Milan,Armani Jeans Milano,MLN  ,EuroLeague,2008,2011
9030_2009,9030,2009,Milan Armani Jeans Milano,Milan,Armani Jeans Milano,MLN  ,EuroLeague,2008,2011
9030_2010,9030,2010,Milan Armani Jeans Milano,Milan,Armani Jeans Milano,MLN  ,EuroLeague,2008,2011
9030_2011,9030,2011,Milan Armani Jeans Milano,Milan,Armani Jeans Milano,MLN  ,EuroLeague,2008,2011
9031_2006,9031,2006,Istanbul Fenerbahce Ulker,Istanbul,Fenerbahce Ulker,FBU  ,EuroLeague,2006,2015
9031_2007,9031,2007,Istanbul Fenerbahce Ulker,Istanbul,Fenerbahce Ulker,FBU  ,EuroLeague,2006,2015
9031_2008,9031,2008,Istanbul Fenerbahce Ulker,Istanbul,Fenerbahce Ulker,FBU  ,EuroLeague,2006,2015
9031_2009,9031,2009,Istanbul Fenerbahce Ulker,Istanbul,Fenerbahce Ulker,FBU  ,EuroLeague,2006,2015
